property_name,Property_Type,society,sector,price,Price_Per_SQFT,bedRoom,bathroom,balcony,address,floorNum,agePossession,description,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
3 BHK Flat in Sector 65 Gurgaon,flat,m3m golfestate,sector 65,4.95,15906.0,3.0,3.0,3,"1102, Sector 65 Gurgaon, Gurgaon, Haryana",10.0,Relatively New,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in m3m golfestate that is situated in sector 65 gurgaon. This is a north-Facing property. The flat is over 3112 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. This flat is situated on the 10th floor of this 18 floors tall residential building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The flat comes well built with vitrified flooring options. M3m golfestate is designed very well to provide modern facilities such as swimming pool, grocery shop, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s) and water softening plant. The residential project is well equipped to meet all your water needs through access to municipal corporation supply.",2816.0,0.0,1.0,0.0,0.0,0.0,2.0,74.0
3 BHK Flat in Sector 112 Gurgaon,flat,experion windchants,sector 112,4.25,11294.0,3.0,5.0,2,"Sector 112 Gurgaon, Gurgaon, Haryana",15.0,Relatively New,"Spacious 3 bhk servant available for sale in the most sought after society of dwarka expressway, gurugram.
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",3000.0,0.0,1.0,0.0,1.0,0.0,2.0,56.0
4 BHK Flat in Sector 112 Gurgaon,flat,experion windchants,sector 112,5.31,11204.0,4.0,6.0,3+,"Sector 112 Gurgaon, Gurgaon, Haryana",15.0,Relatively New,"Huge 4 bhk servant in the most demanded society of dwarka expressway, gurugram
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",3573.33,0.0,1.0,0.0,1.0,0.0,2.0,74.0
3 BHK Flat in Sector 102 Gurgaon,flat,emaar gurgaon greens,sector 102,1.4,8484.0,3.0,3.0,3,"Sector 102 Gurgaon, Gurgaon, Haryana",10.0,Relatively New,"Beautiful 3 bhk servant available for sale in the most loved society of gurugram in sector-102 at the most connected location of dwarka expressway from the house of emaar (Dubai based builder)
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",1300.0,0.0,1.0,0.0,0.0,0.0,2.0,108.0
2 BHK Flat in Sector 112 Gurgaon,flat,experion windchants,sector 112,2.8,11470.0,2.0,3.0,2,"Sector 112 Gurgaon, Gurgaon, Haryana",9.0,Relatively New,"Spacious 2 bhk study servant is available for sale at the most sought after society of dwarka expressway, gurugram.
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",2441.0,1.0,1.0,0.0,0.0,0.0,2.0,117.0
5 BHK Flat in Sector 110 Gurgaon,flat,indiabulls enigma,sector 110,4.1,10567.0,5.0,5.0,2,"Sector 110 Gurgaon, Gurgaon, Haryana",10.0,Relatively New,"Spacious 5 bhk servant available for sale at the most promising location of dwarka expressway, gurugram
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",3500.0,0.0,1.0,0.0,0.0,0.0,2.0,84.0
4 BHK Flat in Sector 110 Gurgaon,flat,indiabulls enigma,sector 110,3.4,10000.0,4.0,5.0,3,"Sector 110 Gurgaon, Gurgaon, Haryana",10.0,Relatively New,"Spacious 4 bhk flat in indiabulls enigma at sector-110 dwarka expressway, gurugram
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",3000.0,0.0,1.0,0.0,0.0,0.0,2.0,85.0
3 BHK Flat in Sector 60 Gurgaon,flat,ireo skyon,sector 60,3.05,12788.0,3.0,3.0,3,"902, Sector 60 Gurgaon, Gurgaon, Haryana",9.0,Relatively New,"Check out this 3 bhk apartment for sale in ireo skyon, a popular residential project that houses in-Demand flats in sector 60 gurgaon. The flat is south-East-Facing. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 2385 sq.Ft. The flat has a total of 12 floors and this property is situated on 9th floor. This is a ready to move project and the property is 1-5 years old. The wood flooring of this flat is beautifully designed and helps to give it a pleasing look. Many of the modern amenities being offered, like swimming pool, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, water softening plant, shopping centre and security personnel, will provide a pleasant living experience for you. The society provides continuous water supply from borewell/tank and municipal corporation.",2300.0,0.0,1.0,0.0,0.0,0.0,2.0,77.0
4 BHK Flat in Sector 72 Gurgaon,flat,tata primanti,sector 72,4.25,13076.0,4.0,4.0,3+,"Executive Apartment, Sector 72 Gurgaon, Gurgaon, Haryana",0.0,Relatively New,"This lovely 4 bhk apartment/flat in sector 72 gurgaon is available for sale in one of gurgaon's most popular projects, tata primanti. The flat is facing the north direction. The flat is over 3250 sq.Ft. Super built up area and comes with 4 bedroom(s), 4 bathrooms and more than 3 balconies. The residential building has 4 floors in total and the flat for sale is located on the ground floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The floor of this flat is beautifully designed using marble flooring, giving the flat an alluring look. The society is well equipped with many modern amenities, including swimming pool, grocery shop, shopping centre, club house / community center, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, water softening plant and security personnel. The society provides continuous water supply from municipal corporation.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2941.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0
3 BHK Flat in Sector 82 Gurgaon,flat,vatika independent floors,sector 82,1.16,6987.0,3.0,3.0,3+,"Sector 82 Gurgaon, Gurgaon, Haryana",1.0,Relatively New,"Vatika india next independent floors in sector-82 gurgaon, gurgaon by vatika group is a residential project. The project offers land with perfect combination of contemporary architecture and features to provide comfortable living. The size of the land is from 240 sq yards to 500 sq yards vatika india next plots price ranges from 55 lakh to 1.30 cr. Vatika india next floors offers facilities such as gymnasium. It also has amenities like golf course and swimming pool. It also offers car parking. The project is vastu complaint. Bank loan approved from hdfc home loans. It is a ready to move project. An accommodation of 1200 units has been provided. You can find vatika india next floors price list on 99acres.Com. About city: Backed by strong infrastructure and job creations, the real estate of delhi/ncr is moving up. With increasing investments from builders in regions like noida, greater noida, gurgaon and faridabad, the increasing demands are being catered to affecting the realty market positively. Additionally, other factors contributing to this positivity are the metro smoothening connectivity between different parts of the city and a number of expressways and flyovers letting you skip the traffic.
Vatika 240 sq yard ground floor 3bhk @ 90 -95 lakh
Vatika 240 sq yard first floor 3bhk @ 80-81 lakh 
Vatika 240 sq yard second floor 2bhk @ 65-66 lakh Vatika 180 sq yard ground floor 2bhk @ 68 lakh
 Vatika 180 sq yard first floor 2bhk @ 56-57 lakh
Vatika 180 sq yard second floor 2bhk @ 56 lakh Vatika 300 sq yard ground floor 3bhk ser @ 1.10 lakh
Vatika 300 sq yard first floor 3bhk @ 83 lakh
Vatika 300 sq yard second floor 2bhk tarr @ 65 lakh Vatika 360 sq yard ground floor 3bhk ser @ 1.25-1.30cr
Vatika 360 sq yard first floor 3bhk ser @ 91-95 lakh
Vatika 360 sq yard second floor 3bhk @ 83-85 lakh
 
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",1844.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0
5 BHK Flat in Sector 51 Gurgaon,flat,citizen apartment,sector 51,3.55,6826.0,5.0,6.0,3+,"0001, Sector 51 Gurgaon, Gurgaon, Haryana",11.0,Moderately Old,"This lovely 5 bhk apartment/flat is available for sale in citizen apartment. The flat is overbuilt up area of 5200 sq.Ft. And comes with 6 bathrooms and 4 balconies. Has italian marble flooring, upvc windowa, split ac's, duplex penthouse with terrace.This flat lies on the 11th level of a 12 storey apartment building. An added advantage of this apartment is that it is available for immediate possession as the project is already ready to move. Many of the modern amenities being offered, like full powe back up,security,park,gym & lift(s), will provide a pleasant living experience for you.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Partial power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",5200.0,1.0,1.0,1.0,1.0,0.0,2.0,150.0
